text,dict_syn
It’s insane how insecure he made her feel when she’s soooooo out of his,"['league', 'conference']"
Rachel you are deserving of so much better than this!!!! So proud of you for coming on here and sharing the real,"['chronicle', 'tale', 'floor', 'news_report', 'story', 'narrative', 'write_up']"
Rachel you are deserving of so much better than this!!!! So proud of you for coming on here and sharing the real story! We love you and support you no,"['subject', 'issue', 'thing', 'matter', 'affair']"
Katt needs to lighten up. Hes over thinking every<mask>! Same thing in Rogan interview.,"['thing', 'matter', 'affair']"
Katt needs to lighten up. Hes over thinking everything! Same thing in Rogan,"['interview', 'consultation', 'audience']"
@Gamerkidchris19 he was supposed to be on Clare’s,"['season', 'time_of_year']"
The,"['automobile', 'railroad_car']"
The car,"['figure', 'name', 'epithet']"
The car name for the ElCo. Popsicle,"['pin', 'marijuana_cigarette', 'joystick', 'reefer', 'control_stick']"
Yo Katt just be saying shit off,"['countercurrent', 'rip', 'snag', 'tide_rip', 'riptide', 'tear', 'rent']"
Yo Katt just be saying shit off rip that you gotta pause the vod for a,"['Min', 'Taiwanese', 'Hokkianese']"
​@ReidClarkComedy Are you implying that black,"['comedian', 'comic']"
"​@ReidClarkComedy Are you implying that black comedians cant get on these ""riendcast"" without","['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']"
"​@ReidClarkComedy Are you implying that black comedians cant get on these ""riendcast"" without someone having to say to themselves ""ou know what we need a black","['guy_cable', 'hombre', 'bozo', 'guy_rope', 'cat', 'guy_wire', 'guy']"
@BennyBlancoNL I think most,"['masses', 'mass', 'citizenry', 'multitude', 'the_great_unwashed']"
Evil,"['lingo', 'cant', 'chamfer', 'camber', 'argot', 'jargon']"
Evil cant,['get']
Evil cant get you under,"['body_of_water', 'urine', 'water_system', 'piss', 'H2O', 'water', 'piddle', 'weewee']"
Evil cant get you under water.. i,"['surmise', 'conjecture', 'dead_reckoning', 'hypothesis', 'speculation']"
Evil cant get you under water.. i guess thats why,"['babe', 'baby', 'sister']"
Evil cant get you under water.. i guess thats why babies are safe in Embryonic Fluids on the,"['musket_ball', 'Ball', 'chunk']"
Nah the,"['algorithm', 'algorithmic_rule', 'algorithmic_program']"
Nah the algorithm is keeping this one down not even giving me my,"['presentment', 'notification', 'telling', 'apprisal', 'notice']"
These two joking about the,"['nutcracker', 'nuthatch']"
These two joking about the nutcracker,"['thing', 'matter', 'affair']"
These two joking about the nutcracker thing is exactly what I needed,['today']
Is this like a,"['flick', 'motion_picture', 'moving-picture_show', 'picture_show', 'movie', 'pic', 'motion-picture_show', 'moving_picture']"
Is this like a movie or a,"['series', 'serial', 'serial_publication']"
Is this like a movie or a series? Or a,"['bunch', 'caboodle', 'lot', 'crew', 'clustering', 'crowd']"
Is this like a movie or a series? Or a bunch of short,"['news_report', 'narrative', 'report', 'chronicle', 'history', 'story']"
Kats next,['special']
Kats next special is called little,['pander']
Kats next special is called little pimp big,"['human_beings', 'domain', 'humanity']"
“Monique is a…super large,"['form', 'design', 'fig', 'figure', 'image', 'soma', 'human_body', 'chassis', 'flesh']"
Excuse me sir i had a Lamenter fighting the Orks in the old,"['drone', 'trailer', 'dawdler', 'prevue', 'laggard']"
Okay the POV,"['guesswork', 'slam', 'snapshot', 'pellet', 'barb']"
Okay the POV shot of being on the,"['solid_ground', 'dry_land', 'flat_coat', 'basis', 'land', 'undercoat', 'earth']"
It’s a,"['shucks', 'red_cent', ""tinker's_dam"", 'darn', ""tinker's_damn""]"
Wheres the nitrous,"['drip', 'trickle', 'dribble', 'dripping', 'drip_mold', 'drip_mould']"
Wheres the nitrous drip,['shirt']
@nevergiveup9321,['true']
@nevergiveup9321 True! And that my,"['admirer', 'friend', 'booster', 'Friend', 'acquaintance']"
had to catch this one. podcasting is hard to navigate because of all the,"['Irish_bull', 'crap', 'shit', 'shite', 'dogshit']"
had to catch this one. podcasting is hard to navigate because of all the crap. these two opposite,"['comedy', 'drollery', 'clowning', 'funniness']"
had to catch this one. podcasting is hard to navigate because of all the crap. these two opposite comedy,"['icon', 'picture', 'ikon']"
Holy Emperor!!! I asked you guys 2,"['calendar_month', 'month']"
Holy Emperor!!! I asked you guys 2 months ago about,"['Astarte', 'Ashtoreth']"
Holy,"['emperor', 'emperor_moth', 'Saturnia_pavonia', 'emperor_butterfly']"
"Now when you say ""mask"" that doesnt just exclusively mean ""ale"" right? ""rotherhoo"" always actually referred to all genders right?","['brotherhood', 'fraternity', 'sodality', 'union', 'labor_union', 'trade_union', 'trades_union']"
"Now when you say ""rotherhoo"" that doesnt just exclusively mean ""mask"" right? ""rotherhoo"" always actually referred to all genders right?","['male', 'male_person', 'Male']"
"Now when you say ""rotherhoo"" that doesnt just exclusively mean ""ale"" right? ""rotherhoo"" always actually referred to all","['gender', 'grammatical_gender', 'sex', 'sexuality']"
Katt is my favorite comedian with George Carlin. Impactful,"['citizenry', 'multitude', 'the_great_unwashed', 'mass', 'hoi_polloi']"
Katt is my favorite comedian with George Carlin. Impactful people.,['thanks']
Katt is my favorite comedian with George Carlin. Impactful people. Thanks for that,"['mo', 'minute', 'consequence', 'here_and_now', 'instant', 'import', 'second', 'bit', 'moment']"
@uatu3751 He was meaning that God is the only,"['thing', 'matter', 'affair']"
@uatu3751 He was meaning that God is the only thing that,"['thing', 'issue', 'matter', 'topic', 'subject']"
Boosted boiz went there gonna be a sikk,"['lead', 'data_track', 'caterpillar_tread', 'rails']"
This is why I pay for Warhammer,"['goggle_box', 'TV', 'telecasting', 'tv', 'telly', 'video']"
You don’t,['get']
You don’t get to bring a,"['protagonist', 'friend', 'acquaintance', 'admirer', 'Friend', 'Quaker']"
Damb 2025 is the,"['yr', 'twelvemonth', 'class']"
Damb 2025 is the year of heavy,"['slugger', 'hitter', 'striker', 'batter']"
Damb 2025 is the year of heavy hitter i suppose. Doom,"['dark', 'darkness', 'iniquity', 'wickedness', 'shadow']"
No its alot more than that. He would do this to any,"['cleaning_lady', 'woman', 'adult_female', 'cleaning_woman', 'char']"
Its like theo,"['camber', 'patois', 'vernacular', 'cant', 'chamfer', 'lingo']"
Its like theo cant accept or believe any,"['praise', 'congratulations', 'kudos', 'extolment']"
Its like theo cant accept or believe any praise,"['contour', 'course', 'shape', 'sort', 'manikin']"
Scaling,"['place', 'outer_space', 'space', 'blank_space', 'distance', 'infinite']"
Scaling space,"['devil_dog', 'shipboard_soldier', 'leatherneck', 'marine', 'Marine']"
Scaling space marines to believable,"['proportion', 'dimension', 'symmetry', 'ratio', 'proportionality', 'balance']"
2:15 good,"['result', 'resolution', 'solvent']"
2:15 good answer for a dumb,"['arsenic', 'fanny', 'derriere', 'seat', 'screwing']"
2:15 good answer for a dumb ass,"['enquiry', 'motion', 'question']"
​@ggallenfdg 2 first,"['epithet', 'gens', 'name_calling']"
​@ggallenfdg 2 first names? Idk,"['adult_male', 'human', 'mankind']"
Everything is,"['percept', 'perception', 'perceptual_experience', 'sensing']"
Katt is a,"['hotshot', 'whiz', 'ace', 'whizz', 'adept']"
Katt is a wizard; a,"['endowment', 'gift', 'talent', 'natural_endowment']"
By the,"['emperor', 'emperor_moth', 'Saturnia_pavonia', 'emperor_butterfly']"
By the emperor and,"['god', 'immortal', 'Supreme_Being', 'divinity']"
By the emperor and gods in the,"['deflection', 'warp', 'buckle', 'warping']"
Hell everybody knows that one,"['homo', 'piece', 'military_personnel']"
The,"['sequel', 'subsequence', 'continuation']"
The sequel was a,"['surprise', 'surprisal']"
These,"['people', 'citizenry', 'multitude', 'masses', 'mass', 'hoi_polloi', 'the_great_unwashed']"
These people are true,"['virtuoso', 'sensation', 'whizz', 'headliner', 'principal']"
He’s making her,"['smell', 'flavour', 'tactile_property', 'flavor', 'spirit', 'feeling', 'tone', 'feel']"
He’s making her feel as though it’s her,"['faulting', 'mistake', 'shift', 'break', 'geological_fault']"
He’s making her,"['feel', 'spirit', 'tone', 'feeling', 'flavor', 'flavour', 'look', 'smell', 'tactile_property']"
He’s making her feel as though it’s her fault that HE doesn’t feel ready. I take back further below when I said I think he’s a,"['narcissist', 'narcist']"
He’s making her feel as though it’s her fault that HE doesn’t feel ready. I take back further below when I said I think he’s a narcissist… He’s a full blown narcissist and I’m so happy she’s not with him. Shes going to find her,"['married_person', 'collaborator', 'partner', 'pardner', 'mate', 'better_half']"
He’s making her feel as though it’s her fault that HE doesn’t feel ready. I take back further below when I said I think he’s a narcissist… He’s a full blown narcissist and I’m so happy she’s not with him. Shes going to find her partner and look back on this,"['relationship', 'human_relationship', 'kinship', 'family_relationship']"
"@CccKkkk-f4j your username almost spells ""mask"". you have no room to talk liberal lol","['peter', 'stopcock', 'rooster', 'tool', 'turncock', 'cock', 'pecker', 'putz', 'prick', 'shaft']"
"@CccKkkk-f4j your username almost spells ""oc"". you have no","['room', 'way', 'elbow_room']"
this is a,"['sequel', 'subsequence', 'continuation']"
"this is a sequel to syama pedersens ""mask"" animation. its on youtube","['Astarte', 'Ashtoreth']"
"this is a sequel to syama pedersens ""starte""","['vivification', 'vitality', 'liveliness', 'animation', 'aliveness']"
<mask>! GET THE CAMERA!! MOOOOOOM!!!!,"['mummy', 'ma', 'mama', 'mammy', 'mommy']"
MOM! GET THE,"['camera', 'photographic_camera', 'television_camera', 'tv_camera']"
At last Thy has returned. And Thy shall punish the,"['heretic', 'misbeliever', 'religious_outcast']"
At last Thy has returned. And Thy shall punish the heretics the xenos and,"['lighter', 'visible_light', 'Light', 'light_source', 'luminousness']"
Oh my,"['divinity', 'God', 'idol', 'god', 'Supreme_Being', 'graven_image', 'deity']"
Theo can make anyone,"['smell', 'spirit', 'feeling', 'flavour', 'feel', 'tone', 'tactile_property']"
Theo can make anyone feel comfortable. He is the denes rodman of,"['comedy', 'drollery', 'clowning', 'funniness']"
Theo can make anyone feel comfortable. He is the denes rodman of comedy. I wouldnt be surprised to see theo interviewing kim jon,"['United_Nations', 'UN']"
This is what Ive been holing out for Comedy without,"['apology', 'apologia', 'excuse']"
This is what Ive been holing out for Comedy without apology letem,"['peal', 'ringlet', 'bowl', 'curlicue', 'drum_roll']"
The,['chapter']
The Chapter might lose us and the,"['empire', 'imperium']"
@dontbetreadin4777 bc that’s their only,"['lineament', 'calibre', 'caliber', 'character', 'timbre', 'tone']"
see this should have been the Show they made for the,"['buff', 'sports_fan', 'fan', 'rooter', 'devotee']"
Every January we have to see who gets the Katt Williams,"['interview', 'consultation', 'audience']"
Every January we have to see who gets the Katt Williams interview that sets in,"['motility', 'question', 'gesture', 'motion', 'apparent_motion', 'movement']"
Every January we have to see who gets the Katt Williams interview that sets in motion the,"['future', 'hereafter', 'futurity', 'time_to_come', 'future_tense']"
Every January we have to see who gets the Katt Williams interview that sets in motion the future. Last,"['year', 'class', 'yr']"
Katt is a good,"['guy', 'cat', 'hombre', 'bozo', 'Guy', 'guy_cable', 'guy_wire', 'guy_rope']"
Old,['helmet']
“Put a,"['jook_joint', 'jook', 'juke', 'jook_house']"
Finally the Emperor’s,"['justice', 'justness', 'judge', 'jurist', 'Department_of_Justice', 'Justice_Department', 'Justice', 'DoJ']"
Rachael is so beautifully feminine. I hope she finds her true masculine,"['comrade', 'associate', 'fellow_traveler', 'companion', 'fellow_traveller']"
Rachael is a,"['precious_stone', 'stone', 'muffin', 'gemstone', 'gem', 'treasure']"
Rachael is a gem I hope she gets her,"['self-assurance', 'assurance', 'confidence', 'self-confidence', 'trust', 'authority']"
Rachael is a gem I hope she gets her confidence back!! Give it 6,"['calendar_month', 'month']"
Rachael is a gem I hope she gets her confidence back!! Give it 6 months Rachael to just breathe again and then start posting the thirst,"['ambush', 'ambuscade', 'yap', 'sand_trap', 'trap', 'bunker']"
<mask> are pretty easy to do,['Asiatic']
Well I guess I won’t be doing shit for the next two,"['hours', 'hr', 'time_of_day', 'minute']"
Finally. FINALLY. FIIIIIIINNNNNNNNNNAAAAALLLLLLLLLLYYYYYY. Give it to us NOW! Take my,"['soul', 'psyche', 'person', 'individual', 'someone', 'somebody', 'mortal', 'soulfulness']"
Finally. FINALLY. FIIIIIIINNNNNNNNNNAAAAALLLLLLLLLLYYYYYY. Give it to us NOW! Take my soul in,"['exchange', 'interchange', 'central', 'telephone_exchange', 'rally', 'substitution', 'commutation']"
My Firstborn,"['stock', 'descent', 'parentage', 'rake', 'roue']"
Katt quoting Theo Vonn jokes has to be a peak,"['lifespan', 'spirit', 'life_sentence', 'life_story', 'liveliness']"
Katt quoting Theo Vonn jokes has to be a peak life,"['present_moment', 'second', 'consequence', 'minute', 'bit', 'instant']"
Dave’s,"['dada', 'dad', 'pappa', 'daddy', 'pa']"
Dave’s dad lived in Ohio and he would spend his,"['metre', 'clip', 'sentence', 'fourth_dimension', 'time']"
It feels like Im driving an,"['electronic_mail', 'e-mail', 'email']"
“How you gon let a whole,"['city', 'metropolis', 'urban_center']"
“How you gon let a whole city burn down but you ain’t let a,"['Brother', 'blood_brother', 'comrade', 'crony', 'sidekick', 'chum']"
“How you gon let a whole city burn down but you ain’t let a brother smoke a,['menthol']
She is waaaay too,"['kind', 'sort', 'form', 'variety']"
She is waaaay too kind to him and gentle. I hope she gets every,"['sum', 'sum_of_money', 'amount', 'amount_of_money', 'measure', 'quantity', 'total']"
She is waaaay too kind to him and gentle. I hope she gets every amount of,"['sexual_love', 'beloved', 'passion', 'erotic_love', 'lovemaking', 'honey', 'dear', 'dearest', 'love_life', 'making_love']"
She is waaaay too kind to him and gentle. I hope she gets every amount of love she deserves and,"['validation', 'proof', 'substantiation', 'establishment']"
ugh - this is an avoidants,"['convention', 'form', 'blueprint', 'figure', 'rule']"
ugh - this is an avoidants pattern I fear. I know it all too well. you helped validate a,"['good_deal', 'quite_a_little', 'set', 'mountain', 'lot', 'deal', 'flock']"
ugh - this is an avoidants pattern I fear. I know it all too well. you helped validate a lot of,"['hoi_polloi', 'the_great_unwashed']"
ugh - this is an avoidants pattern I fear. I know it all too well. you helped validate a lot of peoples,['experience']
Theo def bought the,"['1', 'I', 'unity']"
Theo def bought the one with a,"['chip_shot', 'Saratoga_chip', 'buffalo_chip', 'microchip', 'flake']"
Boss,"['battle', 'conflict', 'fight', 'engagement', 'fighting', 'combat', 'scrap', 'competitiveness']"
@NothingButDanks agree about,"['self', 'ego']"
@NothingButDanks agree about self,"['passion', 'honey', 'making_love', 'dear', 'dearest', 'beloved', 'love', 'love_life', 'sexual_love', 'erotic_love']"
@NothingButDanks agree about,"['self', 'ego']"
@NothingButDanks agree about self love... but your self is not your,"['subspecies', 'wash', 'backwash', 'slipstream', 'race']"
@NothingButDanks agree about self love... but your self is not your race... even katt says this when he says theo would be theo no,"['issue', 'subject', 'thing', 'affair', 'topic']"
@NothingButDanks agree about self love... but your self is not your,"['slipstream', 'airstream', 'race', 'raceway', 'subspecies']"
The immediate,"['pivot', 'pivot_man', 'pin']"
If evil can’t,"['entree', 'access', 'accession', 'admission', 'admittance', 'approach', 'access_code', 'memory_access']"
If evil can’t access you underwater then explain to me why,['shark']
If evil can’t access you underwater then explain to me why shark,"['flak', 'fire', 'attack', 'onrush', 'blast', 'onset', 'tone-beginning', 'plan_of_attack']"
If evil can’t access you underwater then explain to me why shark attacks happen storms overcome,['ship']
If evil can’t access you under<mask> then explain to me why shark attacks happen storms overcome ships etc. I love surfing but everytime I’m in the water I am aware sharks live there.,"['water_system', 'urine', 'piss', 'water', 'weewee', 'piddle']"
If evil can’t access you underwater then explain to me why shark attacks happen storms overcome ships etc. I love surfing but everytime I’m in the water I am aware,['shark']
And in her favorite,"['nation', 'res_publica', 'commonwealth', 'state']"
8:19 I was doing this,['yesterday']
8:19 I was doing this yesterday and it spawned me high up but not on the,"['sway', 'John_Rock', 'rock_and_roll', 'rock', ""rock_'n'_roll""]"
8:19 I was doing this yesterday and it spawned me high up but not on the rock I just fell from a high,"['meridian', 'tallness', 'summit', 'elevation', 'height']"
First CHD,"['pod', 'cod', 'seedcase', 'seedpod', 'fuel_pod']"
First CHD pod and can I just say it loud enough for everyone in the,"['rachis', 'spinal_column', 'vertebral_column', 'book_binding', 'binding']"
First CHD pod and can I just say it loud enough for everyone in the back unshare your,"['fix', 'position', 'locating', 'localisation', 'location']"
She only had 4,"['age', 'long_time', 'days', 'class', 'twelvemonth']"
She only had 4 years to show him she has wifey,"['character', 'lineament', 'quality', 'caliber']"
She only had 4 years to show him she has wifey qualities. She failed. Of,"['track', 'course_of_instruction', 'line', 'trend', 'form', 'row']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....<mask> women never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective traditionalism only when it benefits them. But they dont want to be traditional in other ways that benefits men. Its very telling that Racheal played the biggest fake victim role on this 304s podcast. W Matt for dodging this bullet!,"['causal_agent', 'case', 'causa', 'causal_agency', 'crusade']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause,"['cleaning_woman', 'cleaning_lady', 'womanhood', 'char']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause women never see anything wrong with them. Marriage doesnt,"['benefit', 'welfare']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause wo<mask> never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective traditionalism only when it benefits them. But they dont want to be traditional in other ways that benefits men. Its very telling that Racheal played the biggest fake victim role on this 304s podcast. W Matt for dodging this bullet!,"['piece', 'men', 'military_man', 'work_force', 'hands']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause women never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective,"['traditionalism', 'traditionality']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause women never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective traditionalism only when it,"['benefit', 'welfare']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause women never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective traditionalism only when it benefits them. But they dont want to be traditional in other,"['slipway', 'means', 'room', 'path', 'way']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause women never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective traditionalism only when it,"['benefit', 'welfare']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause wo<mask> never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective traditionalism only when it benefits them. But they dont want to be traditional in other ways that benefits men. Its very telling that Racheal played the biggest fake victim role on this 304s podcast. W Matt for dodging this bullet!,"['men', 'human_beings', 'humans', 'hands']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause women never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective traditionalism only when it benefits them. But they dont want to be traditional in other ways that benefits men. Its very telling that Racheal played the biggest fake victim,"['purpose', 'character', 'persona', 'office', 'theatrical_role']"
She only had 4 years to show him she has wifey qualities. She failed. Of course she was blindsided....cause women never see anything wrong with them. Marriage doesnt benefit men anyway. Women want selective traditionalism only when it benefits them. But they dont want to be traditional in other ways that benefits men. Its very telling that Racheal played the biggest fake victim role on this 304s podcast. W Matt for dodging this,"['hummer', 'bullet_train', 'heater', 'smoke', 'slug']"
Stop protecting him hes a shit,"['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']"
Stop protecting him hes a shit person. Chin up and you are SO better off. You will realize all of your,"['impression', 'flavour', 'tactual_sensation']"
Stop protecting him,"['atomic_number_2', 'he']"
Stop protecting him hes a shit,"['somebody', 'someone', 'soul', 'individual', 'mortal']"
Stop protecting him hes a shit person. Chin up and you are SO better off. You will realize all of your feelings are valid and you WILL see hes a manipulative person. All of your,"['dream', 'dreaming', 'ambition', 'aspiration', 'pipe_dream']"
What it takes to be a,"['winner', 'victor', 'achiever', 'success', 'succeeder']"
What it takes to be a winner: 1hr 21min. This is my favorite Katt Williams,"['interview', 'consultation', 'audience']"
What it takes to be a winner: 1hr 21min. This is my favorite Katt Williams interview. It was so natural and real. @theo thank u. This is that,"['gold', 'amber', 'Au', 'atomic_number_79']"
I live just down the,"['road', 'route']"
I live just down the road from lead,"['poison', 'toxicant', 'poisonous_substance']"
I live just down the road from lead poison,"['city', 'metropolis', 'urban_center']"
I live just down the road from lead poison city and me n,"['Quaker', 'acquaintance', 'supporter', 'champion', 'booster']"
I live just down the road from lead poison city and me n friends will never go there its just a,['money']
I live just down the road from lead poison city and me n friends will never go there its just a money,"['grab', 'catch', 'snatch', 'snap']"
I live just down the road from lead poison city and me n friends will never go there its just a money grab,"['way_of_life', 'direction', 'path', 'mode', 'fashion', 'style']"
So so happy to see Tom McGilton. An Whynot,"['camera', 'photographic_camera', 'television_camera', 'tv_camera']"
So so happy to see Tom McGilton. An Whynot camera back in,"['action_mechanism', 'activeness', 'action', 'military_action', 'natural_process']"
So so happy to see Tom McGilton. An Whynot camera back in action missed that,"['motorcar', 'elevator_car', 'railway_car', 'car']"
Boring. Love theo. Didnt like this,"['guest', 'client', 'Edgar_Albert_Guest']"
So good. I hope Theo can sit back and see what happened here if he didnt,"['observation', 'observance', 'card', 'posting', 'placard']"
So good. I hope Theo can sit back and see what happened here if he didnt notice it. Kat said and showed Theo at every,"['luck', 'opportunity', 'fortune', 'prospect']"
So good. I hope Theo can sit back and see what happened here if he didnt notice it. Kat said and showed Theo at every chance he had how great he is and how much,"['respect', 'regard', 'esteem', 'deference', 'obedience', 'respectfulness']"
So good. I hope Theo can sit back and see what happened here if he didnt notice it. Kat said and showed Theo at every chance he had how great he is and how much respect Kat has for him and his,"['body_of_work', 'workplace', 'employment', 'oeuvre', 'study']"
So good. I hope Theo can sit back and see what happened here if he didnt notice it. Kat said and showed Theo at every chance he had how great he is and how much respect Kat has for him and his work. First,"['metre', 'clip', 'clock_time', 'prison_term', 'fourth_dimension']"
So good. I hope Theo can sit back and see what happened here if he didnt notice it. Kat said and showed Theo at every chance he had how great he is and how much respect Kat has for him and his work. First time Ive seen,"['individual', 'soul', 'mortal']"
So good. I hope Theo can sit back and see what happened here if he didnt notice it. Kat said and showed Theo at every chance he had how great he is and how much respect Kat has for him and his work. First time Ive seen someone,"['radiance', 'radiancy', 'shine', 'effulgence', 'refulgence', 'refulgency']"
So good. I hope Theo can sit back and see what happened here if he didnt notice it. Kat said and showed Theo at every chance he had how great he is and how much respect Kat has for him and his work. First time Ive seen someone shine,"['light_source', 'lighter', 'sparkle', 'ignitor', 'visible_radiation']"
So good. I hope Theo can sit back and see what happened here if he didnt notice it. Kat said and showed Theo at every chance he had how great he is and how much respect Kat has for him and his work. First,"['prison_term', 'sentence', 'time']"
Havent checked on Theo in a,"['while', 'piece', 'spell', 'patch']"
Havent checked on Theo in a while I see,"['helium', 'atomic_number_2', 'he']"
Havent checked on Theo in a while I see hes in his 90s rural,"['gun', 'gas']"
Havent checked on Theo in a while I see hes in his 90s rural gas,"['station', 'place', 'post']"
Havent checked on Theo in a while I see hes in his 90s rural gas station,"['clerk', 'salesclerk', 'shop_clerk', 'shop_assistant']"
Havent checked on Theo in a while I see hes in his 90s rural gas station clerk,"['ERA', 'geological_era', 'era', 'epoch']"
great to see more from the,"['shaper', 'Godhead', 'manufacturing_business']"
great to see more from the maker of Astartes! he was awesome in Secret Level GW really needs to utilize their creative,"['endowment', 'gift', 'talent', 'natural_endowment']"
Dude theo being nervous and struggling to make eye,"['link', 'touch', 'striking', 'contact', 'liaison', 'contact_lens']"
Dude theo being nervous and struggling to make eye contact is the most wholesome,"['thing', 'matter', 'affair']"
Where there is,"['incertitude', 'doubtfulness', 'uncertainness', 'doubt', 'dubiousness']"
Where there is uncertainty I shall bring,"['luminosity', 'light_source', 'lighting', 'Light', 'twinkle']"
Where there is uncertainty I shall bring light Where there is,"['dubiety', 'question', 'uncertainty', 'incertitude', 'dubiousness']"
Where there is uncertainty I shall bring light Where there is doubt I shall sow,"['religion', 'faith', 'religious_belief', 'trust', 'organized_religion']"
Where there is uncertainty I shall bring light Where there is doubt I shall sow faith Where there is shame I shall point,"['atonement', 'expiation', 'satisfaction', 'propitiation']"
Where there is uncertainty I shall bring light Where there is doubt I shall sow faith Where there is shame I shall point atonement Where there is,"['craze', 'madness', 'furore', 'fury', 'rage']"
Where there is uncertainty I shall bring light Where there is doubt I shall sow faith Where there is shame I shall point atonement Where there is rage I shall show its,"['track', 'course_of_instruction', 'course', 'line']"
Where there is uncertainty I shall bring light Where there is doubt I shall sow faith Where there is shame I shall point atonement Where there is rage I shall show its course My,"['news', 'Book', 'Bible', 'countersign', 'word_of_honor', 'Holy_Scripture', 'give-and-take']"
Where there is uncertainty I shall bring light Where there is doubt I shall sow faith Where there is shame I shall point atonement Where there is rage I shall show its course My word in the,"['person', 'psyche', 'someone', 'somebody', 'mortal']"
Where there is uncertainty I shall bring light Where there is doubt I shall sow faith Where there is shame I shall point atonement Where there is rage I shall show its course My word in the soul shall be as my bolter in the,"['flying_field', 'field_of_battle', 'bailiwick', 'area', 'arena']"
She should have been dumped from the,"['jump', 'outset', 'get-go', 'start', 'starting_line', 'offset']"
She should have been dumped from the start for her,"['plantation', 'Plantation', 'grove', 'woodlet', 'orchard']"
She should have been dumped from the start for her plantation,"['devilment', 'guile', 'mischievousness', 'chicane', 'trickery', 'shenanigan']"
I wish I had one of those black,"['woman', 'adult_female', 'charwoman', 'char', 'cleaning_woman', 'cleaning_lady', 'womanhood', 'fair_sex']"
I wish I had one of those black women on the,"['horizon', 'apparent_horizon', 'visible_horizon', 'sensible_horizon', 'skyline', 'view', 'purview', 'celestial_horizon']"
I wish I had one of those black women on the horizon I really do. Im terrible with the unknown and they are unknown to me that,"['kind', 'sort', 'form', 'variety']"
É Isso que,"['EU', 'Common_Market', 'EC', 'atomic_number_63']"
É Isso que eu chamo de felicidade acordar e se deparar com um anuncio do kct de uma nova animação de Astartes! Obrigado aos,['Senor']
É Isso que eu chamo de felicidade acordar e se deparar com um anuncio do kct de uma nova animação de Astartes! Obrigado aos senores envolvidos vcs fizeram meu,"['Defense_Intelligence_Agency', 'DIA']"
<mask> Shall Escape Our Wrath! For The Emperor!,"['Nan', 'grandma', 'grannie', 'naan', 'gran', 'granny']"
None Shall Escape Our,"['wrath', 'anger', 'ire', 'ira']"
None Shall Escape Our Wrath! For The,"['emperor', 'emperor_moth', 'Saturnia_pavonia', 'emperor_butterfly']"
Theo I’m so proud of you pushing past your,"['point_of_accumulation', 'limit', 'limitation', 'terminal_point', 'limit_point']"
Theo I’m so proud of you pushing past your limits to have these,['great']
Theo I’m so proud of you pushing past your limits to have these greats on. It’s a whole new,"['man', 'humans', 'public', 'world', 'Earth', 'macrocosm']"
Theo I’m so proud of you pushing past your limits to have these greats on. It’s a whole new world and you’re in it. You’re holding the,"['Energy', 'push', 'vigor', 'zip', 'free_energy']"
Theo I’m so proud of you pushing past your limits to have these greats on. It’s a whole new world and you’re in it. You’re holding the energy and you’re authentic. Know that you GOT this bro. You really are best when you let it rip-,"['thinking', 'thought', 'thought_process', 'cerebration', 'intellection', 'mentation']"
Theo I’m so proud of you pushing past your limits to have these greats on. It’s a whole new world and you’re in it. You’re holding the energy and you’re authentic. Know that you GOT this bro. You really are best when you let it rip- thinking is ok but no,"['indigence', 'demand', 'pauperization', 'want', 'motive', 'motivation', 'penury']"
Theo I’m so proud of you pushing past your limits to have these greats on. It’s a whole new world and you’re in it. You’re holding the energy and you’re authentic. Know that you GOT this bro. You really are best when you let it rip- thinking is ok but no need to overthink. I’ve only watched 13 14,"['hour', 'moment', 'arcminute', 'minute']"
Theo I’m so proud of you pushing past your limits to have these greats on. It’s a whole new world and you’re in it. You’re holding the energy and you’re authentic. Know that you GOT this bro. You really are best when you let it rip- thinking is ok but no need to overthink. I’ve only watched 13 14 minutes but I’ve seen you with Joe and a few other really strong,['personality']
